Calculating probabilities
Converting SRILM format
sentence_id	token_id	token	surprisal
10	18	the	3.818895311450504
10	19	problem	2.7395580405125806
10	20	.	3.8393017819771758
11	1	he	5.634979959072641
11	2	said	2.4837153060700574
11	3	that	3.0457494825288145
11	4	whoever	19.128526738867855
11	5	could	9.726671021682845
11	6	kill	15.964363064691996
11	7	the	4.818895311450504
11	8	<unk>	3.8296726902156166
11	9	and	6.085858994532576
11	10	bring	11.771298780902027
11	11	as	8.654552063234648
11	12	proof	11.89526635654457
11	13	its	9.359169606740776
11	14	head	11.79808364515067
11	15	to	6.276146298337597
11	16	the	4.902818570158252
11	17	<unk>	4.082872772287827
11	18	house	11.897090363548779
11	19	would	7.647935545440637
11	20	be	2.9460445689026686
11	21	rewarded	21.478993375716737
11	22	with	8.265356108127488
11	23	land	13.711842830802615
11	24	and	4.140617123954075
11	25	fame	15.540481396713785
11	26	.	3.555861516415158
12	1	it	5.6512711886790115
12	2	was	3.2831505953866067
12	3	the	2.1609724204578775
12	4	people	10.822097785041231
12	5	of	3.658731601334369
12	6	bradford	18.507383867886862
12	7	and	6.4701441194398
12	8	the	4.5917651820497785
12	9	people	9.309809712614442
12	10	who	2.7774812865455925
12	11	knew	12.372980252945817
12	12	them	10.516876357865494
12	13	who	10.975112256509346
12	14	<unk>	3.6208981023159152
12	15	at	7.733694272685279
12	16	this	6.532754080199817
12	17	<unk>	4.430334395271883
12	18	but	9.984915336826235
12	19	one	8.13497000417542
12	20	question	11.96975716123701
12	21	remained	13.84074244365907
12	22	:	9.424160417061232
12	23	who	11.730202788150962
12	24	would	6.2073947531102975
12	25	kill	10.016959201480761
12	26	the	4.818895311450504
12	27	<unk>	3.8296726902156166
12	28	?	9.961249814191092
13	1	by	8.26439935609087
13	2	the	3.9352954688183526
13	3	handsome	18.390438863383867
13	4	reward	16.244989606484538
13	5	many	11.739620563177814
13	6	felt	13.877469411931253
13	7	<unk>	3.4827876103616426
13	8	,	5.074756934109853
13	9	but	5.383855833906388
13	10	the	3.1966142345048203
13	11	thought	15.082524586121902
13	12	of	1.4176297529199222
13	13	the	3.5058433862097447
13	14	<unk>	4.13388146220158
13	15	with	7.88354972756548
13	16	its	5.974335000318896
13	17	deadly	17.812444503897563
13	18	<unk>	3.013338885802063
13	19	and	6.085858994532576
13	20	face	15.540481396713785
13	21	like	11.52891460017264
13	22	thunder	21.52431981563337
13	23	soon	12.402414476872073
13	24	put	12.270940098415474
13	25	an	9.854094558969061
13	26	end	9.081370008851914
13	27	to	2.5255379975563477
13	28	their	8.459965491487603
13	29	ambitions	10.920947596867085
13	30	.	3.155545568522461
14	1	however	8.086496490038288
14	2	,	0.033898126556601425
14	3	there	8.61294441967256
14	4	was	3.1452785186175345
14	5	one	7.884793100592361
14	6	<unk>	5.61654924052018
14	7	,	5.074756934109853
14	8	who	6.38984151781723
14	9	was	4.228017225556753
14	10	still	7.884691831952126
14	11	wet	21.25969080856665
14	12	behind	12.593778994437237
14	13	the	2.0136575147421603
14	14	ears	18.996999229645986
14	15	,	5.461572607817807
14	16	who	6.38984151781723
14	17	decided	12.6709528919434
14	18	the	4.786925062575864
14	19	prize	16.6607551525399
14	20	was	8.428544882675325
14	21	worth	10.238843758200884
14	22	a	6.655737968559536
14	23	shot	12.364678086684421
14	24	,	5.3639784412332006
14	25	in	7.374443562669765
14	26	spite	11.601754295612276
14	27	of	0.33147236627756754
14	28	the	3.499272500007912
14	29	<unk>	4.13388146220158
14	30	's	7.439972976963772
14	31	reputation	10.620599361064016
14	32	.	4.375993537708589
15	1	the	2.6762319691860244
15	2	<unk>	4.492223988760927
15	3	discovered	13.452705293975605
15	4	the	4.015194562316367
15	5	<unk>	3.8296726902156166
15	6	preferred	13.04196969688853
15	7	to	7.759439256803791
15	8	come	8.413925752216839
15	9	out	6.1989898518552
15	10	in	4.801320187541845
15	11	the	2.611579870535804
15	12	middle	8.875849594796737
15	13	of	0.45639345645776175
15	14	the	1.5801608434365417
15	15	day	8.757448075403811
15	16	.	4.861841064521755
16	1	so	8.019174309092811
16	2	he	5.443002221945599
16	3	went	9.176297902177316
16	4	to	2.7395580405125806
16	5	the	3.4430754958599032
16	6	wood	16.9139558942917
16	7	by	8.359131708450999
16	8	the	2.9350023994152346
16	9	well	13.357971517301298
16	10	with	7.877789271970017
16	11	his	6.180636572038771
16	12	good	12.691495663526359
16	13	bow	18.353198353852864
16	14	,	5.4528665619659
16	15	to	6.904611034969233
16	16	<unk>	4.382859225325353
16	17	his	9.372109259951806
16	18	time	12.597358759525148
16	19	.	3.6277913879410395
17	1	around	17.228807979967655
17	2	<unk>	3.7950171554459513
17	3	,	5.074756934109853
17	4	the	4.407796827632572
17	5	<unk>	4.36834518127487
17	6	,	5.074756934109853
17	7	feared	16.286717839927114
17	8	by	7.995245334097296
17	9	the	2.9350023994152346
17	10	locals	22.286226960875524
17	11	,	5.455386898619232
17	12	came	11.83880720073274
17	13	out	4.751101087176995
17	14	,	4.131963652753775
17	15	as	7.026936957977455
17	16	slow	14.213687099377992
17	17	as	8.013294155233092
17	18	a	3.2839668024079773
17	19	snail	13.57546050991946
17	20	,	2.0025922536410783
17	21	from	9.102644293560934
17	22	among	11.914356494943105
17	23	the	2.7395040840350395
17	24	trees	15.246661769481449
17	25	,	2.0849145165804632
17	26	just	9.648011358713461
17	27	as	1.3890886981827717
17	28	the	3.6185225828334664
17	29	<unk>	4.143640255036937
17	30	had	8.804228702157843
17	31	predicted	9.144477345986168
17	32	.	5.081589827701198
18	1	the	2.6762319691860244
18	2	<unk>	4.492223988760927
18	3	leaped	15.812009034761882
18	4	from	8.199707780747149
18	5	his	6.072275481782699
18	6	hiding	18.552209888892534
18	7	place	13.197035063467334
18	8	and	6.2013287807401305
18	9	through	11.12451928624528
18	10	the	2.207067372881795
18	11	heart	11.649874955142307
18	12	with	9.425867156575453
18	13	his	6.180636572038771
18	14	fine	14.095181856141176
18	15	<unk>	3.5987152100455355
18	16	shot	13.879666431112689
18	17	the	6.901401842630877
18	18	<unk>	3.8296726902156166
18	19	.	5.400050034921193
19	1	now	8.146812686403042
19	2	the	3.748788995146732
19	3	problem	9.734634544329369
19	4	was	5.957388830951976
19	5	no	8.053174271652416
19	6	longer	2.510433225149254
19	7	to	6.258690246263141
19	8	kill	10.336900036545186
19	9	the	1.5241173923531446
19	10	<unk>	3.961342668880604
19	11	.	5.400050034921193
20	1	it	5.6512711886790115
20	2	was	3.2831505953866067
20	3	to	6.7112569058381455
20	4	find	9.143041086249015
20	5	a	2.6957366323624212
20	6	way	3.378668066044259
20	7	to	0.9441071884841102
20	8	carry	9.876775702696989
20	9	the	3.6775403526134527
20	10	<unk>	3.8296726902156166
20	11	back	10.515270953025501
20	12	.	3.693043846770461
21	1	the	2.6762319691860244
21	2	head	10.772587589538057
21	3	was	9.738778912123992
21	4	too	8.183991932425268
21	5	heavy	13.711855606846221
21	6	for	7.616311431778139
21	7	the	2.997349032364045
21	8	little	13.417597216001806
21	9	<unk>	3.191702275712317
21	10	to	6.378862252294783
21	11	carry	9.772630746328657
21	12	back	11.749350031811046
21	13	to	2.7310444379036056
21	14	the	2.1874541305777813
21	15	<unk>	4.128162658368034
21	16	house	11.897090363548779
21	17	,	3.906726931139821
21	18	but	5.573203765778904
21	19	the	3.1966142345048203
21	20	<unk>	3.9647157336211296
21	21	,	5.074756934109853
21	22	who	6.38984151781723
21	23	was	4.228017225556753
21	24	as	8.549881247711259
21	25	<unk>	3.95409096864097
21	26	and	6.085858994532576
21	27	<unk>	2.8586708043106492
21	28	as	7.8289904791045455
21	29	ever	9.839354522978262
21	30	,	2.7395580405125806
21	31	asked	13.306473458725662
21	32	himself	13.123135893011904
21	33	,	4.357848314111997
21	34	'	10.068189445039451
21	35	what	12.413091655465996
21	36	else	11.139497687449703
21	37	can	5.934372325271015
21	38	i	11.583829398388158
21	39	do	5.376879600578655
21	40	to	7.236017926321032
21	41	prove	10.58765580330169
21	42	i	11.763926634941244
21	43	killed	15.363152121458958
21	44	the	7.527668187361679
21	45	<unk>	3.8296726902156166
21	46	?	9.961249814191092
21	47	'	5.675374626324318
22	1	the	2.6762319691860244
22	2	next	9.891340503250106
22	3	instance	19.612518345578447
22	4	he	10.517705428260246
22	5	opened	10.752586086526412
22	6	the	3.481493382851976
22	7	<unk>	4.122550616014358
22	8	's	7.439972976963772
22	9	mouth	17.257887554324125
22	10	and	6.446569501846876
22	11	cut	11.771298780902027
22	12	out	6.4725827385467065
22	13	its	8.928062603595134
22	14	tongue	18.590507923147385
22	15	,	5.432688829227775
22	16	taking	12.62338337417606
22	17	that	8.702093001026954
22	18	as	8.6082452291698
22	19	proof	12.09703494597229
22	20	for	7.573494616854901
22	21	the	2.997349032364045
22	22	lord	17.18677928454962
22	23	.	6.059079327758509
23	1	he	5.634979959072641
23	2	set	10.906746933418676
23	3	out	4.61029857234857
23	4	for	6.403766602506056
23	5	the	4.056054375629386
23	6	<unk>	4.355697285581801
23	7	house	11.897090363548779
23	8	as	8.402538277034749
23	9	quickly	9.839354522978262
23	10	as	0.9640523998923
23	11	he	8.345247606994011
23	12	could	6.094534983364275
23	13	and	11.815356666217165
23	14	he	10.19606737732772
23	15	had	6.032339115272003
23	16	only	7.755464314602364
23	17	been	10.018549486169317
23	18	gone	14.374890857566484
23	19	a	7.561913974378166
23	20	few	7.467949943737001
23	21	minutes	6.603541654059683
23	22	when	10.652907949457711
23	23	a	5.088771872787023
23	24	second	9.124281275181653
23	25	<unk>	3.25860877999931
23	26	,	5.074756934109853
23	27	not	8.343468146678195
23	28	so	7.4510540108963665
23	29	bold	16.507928550672858
23	30	as	8.291315045656905
23	31	the	4.050044940662725
23	32	first	9.050622907388323
23	33	but	10.970520338606958
23	34	a	6.919074619124589
23	35	little	7.915221990072282
23	36	more	3.402956657157637
23	37	<unk>	4.059625080352531
23	38	,	5.074756934109853
23	39	came	11.83880720073274
23	40	on	5.278122225374931
23	41	the	1.9405754968351916
23	42	scene	10.087166909064115
23	43	.	3.7395574623967693
24	1	seeing	15.515536854805722
24	2	the	2.53124695801589
24	3	slain	16.6607551525399
24	4	<unk>	3.1049021628188127
24	5	of	6.564731393936299
24	6	the	3.5058433862097447
24	7	<unk>	4.13388146220158
24	8	,	5.074756934109853
24	9	the	4.407796827632572
24	10	<unk>	4.36834518127487
24	11	<unk>	2.6845459901000925
24	12	in	6.3675417708079864
24	13	his	6.8520247855433905
24	14	good	12.79512183778308
24	15	fortune	17.02603936581171
24	16	.	5.815275785676615
25	1	the	2.6762319691860244
25	2	second	8.741467973204893
25	3	<unk>	3.898392949935135
25	4	knew	14.110062172317239
25	5	a	7.680182321853055
25	6	<unk>	3.8033985957711653
25	7	to	6.378862252294783
25	8	the	4.489938036112718
25	9	<unk>	4.082872772287827
25	10	house	11.897090363548779
25	11	was	10.213992041783754
25	12	just	8.053174271652416
25	13	around	12.003576736889833
25	14	the	2.093401204544377
25	15	nearby	17.369321504059855
25	16	<unk>	3.098462295642299
25	17	,	5.074756934109853
25	18	and	4.720868691504259
25	19	,	8.861203393895675
25	20	being	14.343272488431236
25	21	a	5.43788008517792
25	22	bigger	10.119545812167985
25	23	man	12.90089481269453
25	24	than	10.410064312475972
25	25	the	3.7620936975842976
25	26	first	8.158429774803125
25	27	,	5.991757984083853
25	28	was	7.269852588925929
25	29	able	8.76592979880718
25	30	to	0.20195695283218193
25	31	pick	10.194930887411124
25	32	up	0.6865049927821232
25	33	the	2.944106910909921
25	34	<unk>	3.942064301452204
25	35	's	7.439972976963772
25	36	head	10.620599361064016
25	37	and	4.986999247727821
25	38	carry	13.827206956133692
25	39	it	7.561913974378166
25	40	through	11.561485826379613
25	41	the	2.207067372881795
25	42	wood	16.850414574667457
25	43	towards	17.790360113332987
25	44	the	7.273269152704293
25	45	prize	16.6607551525399
25	46	that	7.658150007940486
25	47	awaited	18.601262017565837
25	48	him	11.311111919292117
25	49	.	3.5104342115914386
26	1	the	2.6762319691860244
26	2	lord	17.323307418355895
26	3	of	7.223760606292977
26	4	the	3.5058433862097447
26	5	<unk>	4.13388146220158
26	6	was	7.999272603441882
26	7	seated	11.81513466990202
26	8	in	4.527025028213215
26	9	his	6.8520247855433905
26	10	hall	14.658387656498261
26	11	when	10.269072330677005
26	12	the	2.8740347397490855
26	13	second	8.354266738031656
26	14	<unk>	3.5332853108314666
26	15	burst	16.491387077232233
26	16	through	10.647649805720208
26	17	the	2.207067372881795
26	18	door	11.809706662554905
26	19	and	6.899660986712796
26	20	began	11.771298780902027
26	21	to	3.301220380311769
26	22	spin	12.209998359467598
26	23	a	9.358909076101838
26	24	line	11.52572508031966
26	25	.	4.92252815718802
27	1	'	17.228807979967655
27	2	the	11.154220530046194
27	3	woes	18.152577868883398
27	4	of	4.754559441759604
27	5	bradford	18.528061417657966
27	6	are	8.591896131269879
27	7	ended	13.11813623188238
27	8	!	13.778609240954594
27	9	'	4.515623177309754
27	10	he	11.154220530046194
27	11	announced	12.465857698185394
27	12	.	4.9781682695181795
28	1	'	17.228807979967655
28	2	with	11.154220530046194
28	3	my	11.923492960488337
28	4	own	5.676669871516546
28	5	hand	13.685454675918288
28	6	i	11.866499315583313
28	7	have	5.8411989030102
28	8	slain	21.83790671851877
28	9	the	2.94720574365396
28	10	<unk>	3.8296726902156166
28	11	!	12.722629986730626
28	12	'	4.515623177309754
29	1	and	6.266089411358982
29	2	,	4.1835099301670065
29	3	with	4.26603667124322
29	4	that	8.694282710702243
29	5	,	4.118068179936194
29	6	at	5.475015861452494
29	7	the	2.9714942146240713
29	8	feet	14.990792444145473
29	9	of	4.564535087785234
29	10	his	6.898060392099168
29	11	lord	17.234214410914433
29	12	he	10.737586448240364
29	13	dropped	12.465857698185394
29	14	the	6.0922702846468955
29	15	<unk>	3.8296726902156166
29	16	's	7.439972976963772
29	17	enormous	13.035844254019889
29	18	head	13.218070698781695
29	19	.	4.943045857592277
30	1	'	17.228807979967655
30	2	then	12.513613128989967
30	3	you	10.112111933176639
30	4	will	6.49991427244889
30	5	be	2.685768923690097
30	6	rewarded	21.562239898597486
30	7	,	2.94720574365396
30	8	as	6.693243550656943
30	9	i	9.054253756806796
30	10	promised	14.884978416741063
30	11	.	6.16319089169851
30	12	'	8.27391606062298
31	1	'	17.228807979967655
31	2	but	10.346732122074892
31	3	first	12.263489166964343
31	4	,	5.42865846811646
31	5	let	12.086454922706208
31	6	me	3.7395574623967693
31	7	examine	18.629440232889472
31	8	the	3.4038566923751774
31	9	head	11.06558203726533
31	10	of	1.2856280363419257
31	11	this	7.419958956967728
31	12	monster	20.676659417095372
31	13	,	3.9472048535069773
31	14	'	10.068189445039451
31	15	said	9.991991852548882
31	16	the	3.2073132009040033
31	17	lord	17.013097989300064
31	18	of	7.223760606292977
31	19	the	3.5058433862097447
31	20	<unk>	4.13388146220158
31	21	.	5.400050034921193
32	1	to	8.18847020406698
32	2	not	14.704533382418093
32	3	examine	18.497827112740108
32	4	the	3.4038566923751774
32	5	head	11.06558203726533
32	6	in	6.190891826533625
32	7	advance	9.76506400137697
32	8	had	10.31614160432675
32	9	not	7.778503957009888
32	10	been	3.4176292904273162
32	11	very	8.246802419300165
32	12	clever	17.913872523118513
32	13	on	7.825453555439966
32	14	the	2.3825194518812083
32	15	part	7.146603144030598
32	16	of	0.20253373424949242
32	17	the	2.714790508473966
32	18	<unk>	4.237546744244757
32	19	.	5.400050034921193
33	1	right	12.81285274067512
33	2	away	6.25776152745928
33	3	,	1.4494791144872186
33	4	the	4.6092784372242415
33	5	lord	17.19942768745818
33	6	noticed	16.01101419733282
33	7	the	5.406637584828089
33	8	tongue	16.6607551525399
33	9	of	6.922662571220805
33	10	the	3.5058433862097447
33	11	<unk>	4.13388146220158
33	12	was	7.999272603441882
33	13	missing	10.238843758200884
33	14	and	6.470767143369044
33	15	<unk>	2.8586708043106492
33	16	,	5.074756934109853
33	17	'	10.068189445039451
33	18	what	12.413091655465996
33	19	is	4.357599260868092
33	20	this	9.348387995303398
33	21	?	9.26673643965147
33	22	a	8.968652325921877
33	23	<unk>	3.8033985957711653
33	24	with	7.88354972756548
33	25	no	8.161535322332051
33	26	tongue	18.53881208447255
33	27	?	10.319181234861327
33	28	'	5.675374626324318
34	1	he	5.634979959072641
34	2	looked	15.931898623566171
34	3	at	2.245865032817367
34	4	the	2.6775410910013977
34	5	<unk>	4.559895707489668
34	6	,	5.074756934109853
34	7	<unk>	4.114501477699099
34	8	.	5.400050034921193
35	1	'	17.228807979967655
35	2	how	11.605689748472786
35	3	come	13.146303132339673
35	4	this	10.361976656592432
35	5	creature	20.756487559361748
35	6	has	8.58610621474774
35	7	no	6.86944820692072
35	8	tongue	18.67560322723175
35	9	?	10.319181234861327
35	10	'	5.675374626324318
35	11	he	11.993545130870823
35	12	demanded	16.466560577186584
35	13	.	5.901708519782579
36	1	all	8.914659324368502
36	2	eyes	12.272304017937886
36	3	were	6.26913272585768
36	4	on	7.77276640839052
36	5	the	1.8120493627349152
36	6	<unk>	4.338075317610115
36	7	.	5.400050034921193
37	1	the	2.6762319691860244
37	2	<unk>	4.492223988760927
37	3	questioned	15.351985314747882
37	4	by	8.387775957077084
37	5	the	2.9350023994152346
37	6	lord	17.127155207752843
37	7	replied	16.471038297807663
37	8	,	5.117131301438416
37	9	'	10.068189445039451
37	10	i	10.94207443967629
37	11	can	5.8411989030102
37	12	not	4.686148076559255
37	13	say	12.511769308335062
37	14	,	4.022505939656987
37	15	my	12.07576445159707
37	16	lord	17.077301369842786
37	17	.	6.059079327758509
37	18	'	8.27391606062298
38	1	he	5.634979959072641
38	2	was	4.864591846060755
38	3	suddenly	15.332644237452298
38	4	realizing	21.02046116234191
38	5	his	2.94720574365396
38	6	tricky	17.14163320357641
38	7	situation	13.572512547648367
38	8	could	8.232607851247806
38	9	end	7.621207713301169
38	10	badly	15.284982499523103
38	11	for	7.4972661315045395
38	12	him	9.329987181886645
38	13	.	4.002591328656015
39	1	through	12.028273558985923
39	2	the	1.6263088077109058
39	3	door	12.80358353113394
39	4	at	8.387113128779845
39	5	this	6.532754080199817
39	6	moment	5.809946019467446
39	7	,	2.0025922536410783
39	8	the	4.592909476054859
39	9	first	7.131186725508738
39	10	<unk>	3.737952735214913
39	11	burst	16.491387077232233
39	12	.	6.2036140893357805
40	1	'	17.228807979967655
40	2	the	11.154220530046194
40	3	woes	18.152577868883398
40	4	of	4.754559441759604
