1,1,1,There,6.33
1,1,2,are,6.74
1,1,3,now,6.18
1,1,4,rumblings,2.42
1,1,5,that,7.02
1,1,6,Apple,4.69
1,1,7,might,5.65
1,1,8,soon,5.34
1,1,9,invade,3.64
1,1,10,the,7.77
1,1,11,smart,4.74
1,1,12,watch,5.31
1,1,13,"space,",5.23
1,1,14,though,5.51
1,1,15,the,7.77
1,1,16,company,5.53
1,1,17,is,7.06
1,1,18,maintaining,4.24
1,1,19,its,6.21
1,1,20,customary,3.61
1,1,21,silence.,4.47
1,2,1,The,7.77
1,2,2,watch,5.31
1,2,3,doesn't,5.47
1,2,4,have,6.7
1,2,5,a,7.36
1,2,6,microphone,3.74
1,2,7,or,6.54
1,2,8,"speaker,",4.44
1,2,9,but,6.62
1,2,10,you,6.99
1,2,11,can,6.45
1,2,12,use,5.83
1,2,13,it,6.96
1,2,14,to,7.44
1,2,15,control,5.41
1,2,16,the,7.77
1,2,17,music,5.51
1,2,18,on,6.92
1,2,19,your,6.48
1,2,20,phone.,5.26
1,3,1,You,6.99
1,3,2,can,6.45
1,3,3,glance,3.86
1,3,4,at,6.69
1,3,5,the,7.77
1,3,6,watch,5.31
1,3,7,face,5.45
1,3,8,to,7.44
1,3,9,view,5.22
1,3,10,the,7.77
1,3,11,artist,4.75
1,3,12,and,7.41
1,3,13,title,5.06
1,3,14,of,7.45
1,3,15,a,7.36
1,3,16,song.,5.25
2,1,1,Two,6.11
2,1,2,days,5.6
2,1,3,"later,",5.52
2,1,4,the,7.77
2,1,5,British,5.22
2,1,6,astronomer,3.21
2,1,7,Richard,4.77
2,1,8,Carrington,3.1
2,1,9,was,6.84
2,1,10,observing,3.78
2,1,11,the,7.77
2,1,12,interesting,4.94
2,1,13,sunspot,2.45
2,1,14,group,5.6
2,1,15,through,5.89
2,1,16,his,6.52
2,1,17,telescope,3.77
2,1,18,when,6.36
2,1,19,he,6.69
2,1,20,saw,5.36
2,1,21,what,6.38
2,1,22,he,6.69
2,1,23,described,5.03
2,1,24,as,6.79
2,1,25,two,6.11
2,1,26,patches,3.79
2,1,27,of,7.45
2,1,28,intensely,3.49
2,1,29,bright,4.57
2,1,30,and,7.41
2,1,31,white,5.46
2,1,32,light,5.33
2,1,33,over,6.06
2,1,34,the,7.77
2,1,35,sunspots.,2.44
2,2,1,He,6.69
2,2,2,jotted,2.12
2,2,3,a,7.36
2,2,4,note,5.07
2,2,5,in,7.29
2,2,6,his,6.52
2,2,7,painstaking,2.93
2,2,8,record.,5.18
2,3,1,That,7.02
2,3,2,night,5.62
2,3,3,there,6.33
2,3,4,was,6.84
2,3,5,scarcely,3.39
2,3,6,a,7.36
2,3,7,square,4.83
2,3,8,inch,4.4
2,3,9,of,7.45
2,3,10,earth,5.1
2,3,11,that,7.02
2,3,12,was,6.84
2,3,13,not,6.71
2,3,14,illuminated,3.48
2,3,15,by,6.68
2,3,16,aurora.,3.66
3,1,1,I,7.11
3,1,2,agree,4.9
3,1,3,that,7.02
3,1,4,California's,3.28
3,1,5,three,5.8
3,1,6,strikes,4.24
3,1,7,and,7.41
3,1,8,you're,5.86
3,1,9,out,6.36
3,1,10,law,5.51
3,1,11,will,6.45
3,1,12,be,6.8
3,1,13,a,7.36
3,1,14,financial,5.11
3,1,15,disaster,4.38
3,1,16,for,7.01
3,1,17,taxpayers,3.76
3,1,18,who,6.35
3,1,19,care,5.54
3,1,20,about,6.38
3,1,21,education,5.3
3,1,22,and,7.41
3,1,23,other,6.18
3,1,24,vital,4.4
3,1,25,services.,5.24
3,2,1,But,6.62
3,2,2,it's,6.26
3,2,3,far,5.51
3,2,4,from,6.63
3,2,5,clear,5.26
3,2,6,that,7.02
3,2,7,the,7.77
3,2,8,law,5.51
3,2,9,can,6.45
3,2,10,even,5.98
3,2,11,be,6.8
3,2,12,credited,3.81
3,2,13,with,6.85
3,2,14,a,7.36
3,2,15,reduction,4.46
3,2,16,in,7.29
3,2,17,crime,4.93
3,2,18,in,7.29
3,2,19,California.,4.86
3,3,1,While,5.84
3,3,2,it's,6.26
3,3,3,true,5.42
3,3,4,that,7.02
3,3,5,crime,4.93
3,3,6,declined,4.22
3,3,7,in,7.29
3,3,8,California,4.86
3,3,9,last,5.84
3,3,10,"year,",5.92
3,3,11,crime,4.93
3,3,12,also,6.2
3,3,13,dropped,4.71
3,3,14,nationwide.,3.91
4,1,1,Liza,3.26
4,1,2,was,6.84
4,1,3,in,7.29
4,1,4,a,7.36
4,1,5,bad,5.53
4,1,6,"temper,",3.79
4,1,7,for,7.01
4,1,8,she,6.24
4,1,9,was,6.84
4,1,10,mixing,4.06
4,1,11,the,7.77
4,1,12,Christmas,4.84
4,1,13,puddings,2.66
4,1,14,in,7.29
4,1,15,the,7.77
4,1,16,"kitchen,",4.63
4,1,17,and,7.41
4,1,18,had,6.34
4,1,19,been,6.28
4,1,20,drawn,4.57
4,1,21,from,6.63
4,1,22,"them,",6.19
4,1,23,with,6.85
4,1,24,a,7.36
4,1,25,raisin,3.02
4,1,26,still,5.91
4,1,27,on,6.92
4,1,28,her,6.28
4,1,29,"cheek,",3.97
4,1,30,by,6.68
4,1,31,Nana's,2.21
4,1,32,absurd,3.97
4,1,33,suspicions.,3.55
4,2,1,She,6.24
4,2,2,thought,5.59
4,2,3,the,7.77
4,2,4,best,5.78
4,2,5,way,5.99
4,2,6,of,7.45
4,2,7,getting,5.52
4,2,8,a,7.36
4,2,9,little,5.75
4,2,10,quiet,4.64
4,2,11,was,6.84
4,2,12,to,7.44
4,2,13,take,5.91
4,2,14,Nana,3.5
4,2,15,to,7.44
4,2,16,the,7.77
4,2,17,nursery,3.82
4,2,18,for,7.01
4,2,19,a,7.36
4,2,20,"moment,",5.24
4,2,21,but,6.62
4,2,22,in,7.29
4,2,23,custody,4.3
4,2,24,of,7.45
4,2,25,course.,5.45
5,1,1,Mrs.,4.87
5,1,2,Darling,4.09
5,1,3,quivered,1.83
5,1,4,and,7.41
5,1,5,went,5.52
5,1,6,to,7.44
5,1,7,the,7.77
5,1,8,window.,4.82
5,2,1,It,6.96
5,2,2,was,6.84
5,2,3,securely,3.3
5,2,4,fastened.,3.04
5,3,1,She,6.24
5,3,2,looked,5.09
5,3,3,"out,",6.36
5,3,4,and,7.41
5,3,5,the,7.77
5,3,6,night,5.62
5,3,7,was,6.84
5,3,8,peppered,2.66
5,3,9,with,6.85
5,3,10,stars.,4.83
5,4,1,They,6.51
5,4,2,were,6.37
